keySpace.keys,instructions.thisRepN,instructions.thisTrialN,instructions.thisN,instructions.thisIndex,instructions.ran,participant,date,expName,psychopyVersion,OS,frameRate,fbclid,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,widthBasketLeft,heightBasketLeft,widthBasketRight,heightBasketRight,leftLake,rightLake,space2.keys,space2.rt,space1.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,space1.rt,finalSpace1.keys,finalSpace1.rt,finalSpace2.keys,finalSpace2.rt
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,0.077777792,-0.284259327,1,0,0,2.124395,scale,,,,,,0.3702,0.3,0.1234,0.1,stimuli/lakes/903040_left.png,stimuli/lakes/903040_right.png,,,,0,105,105,40,1,,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,-0.150925858,-0.390740811,1,0,0,1.89539,scale,,,,,,0.326485712,0.264575131,0.21373507,0.173205081,stimuli/lakes/707095_left.png,stimuli/lakes/707095_right.png,,,,0,106,106,95,1,,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,0.145370386,-0.333333346,1,0,0,1.9368,scale,,,,,,0.1234,0.1,0.3702,0.3,stimuli/lakes/104050_left.png,stimuli/lakes/104050_right.png,,,,0,107,107,50,1,,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,-0.148148137,-0.36203705,1,0,0,1.39532,scale,,,,,,0.326485712,0.264575131,0.21373507,0.173205081,stimuli/lakes/706086_left.png,stimuli/lakes/706086_right.png,,,,0,108,108,86,1,,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,-0.040740728,-0.265740809,1,0,0,2.166435,scale,,,,,,0.3702,0.3,0.1234,0.1,stimuli/lakes/903031_left.png,stimuli/lakes/903031_right.png,,,,0,109,109,31,1,,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,-0.09722221,-0.290740753,1,0,0,1.374245,scale,,,,,,0.174513954,0.141421356,0.349027907,0.282842712,stimuli/lakes/207090_left.png,stimuli/lakes/207090_right.png,,,space,0,110,110,90,1,0.898795,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,-0.128703692,-0.347222235,1,0,0,2.624395,scale,,,,,,0.326485712,0.264575131,0.21373507,0.173205081,stimuli/lakes/706077_left.png,stimuli/lakes/706077_right.png,,,,0,111,111,77,1,,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,-0.039814746,-0.250000011,1,0,0,1.874015,scale,,,,,,0.2468,0.2,0.302267034,0.244948974,stimuli/lakes/406074_left.png,stimuli/lakes/406074_right.png,,,,0,112,112,74,1,,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,0.104629644,-0.285185197,1,0,0,1.64541,scale,,,,,,0.21373507,0.173205081,0.326485712,0.264575131,stimuli/lakes/306073_left.png,stimuli/lakes/306073_right.png,,,,0,113,113,73,1,,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,-0.118518451,-0.313888901,1,0,0,1.207935,scale,,,,,,0.302267034,0.244948974,0.2468,0.2,stimuli/lakes/6070103_left.png,stimuli/lakes/6070103_right.png,,,,0,114,114,103,1,,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,0.10555557,-0.307407476,1,0,0,1.708285,scale,,,,,,0.1234,0.1,0.3702,0.3,stimuli/lakes/107098_left.png,stimuli/lakes/107098_right.png,,,,0,115,115,98,1,,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,0.141666682,-0.335185254,1,0,0,1.76891,scale,,,,,,0.174513954,0.141421356,0.349027907,0.282842712,stimuli/lakes/204042_left.png,stimuli/lakes/204042_right.png,,,,0,116,116,42,1,,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,-0.057407395,-0.2638889,1,0,0,1.68741,scale,,,,,,0.21373507,0.173205081,0.326485712,0.264575131,stimuli/lakes/3080110_left.png,stimuli/lakes/3080110_right.png,,,,0,117,117,110,1,,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,-0.162037026,-0.4046297,1,0,0,1.207965,scale,,,,,,0.349027907,0.282842712,0.174513954,0.141421356,stimuli/lakes/8080118_left.png,stimuli/lakes/8080118_right.png,,,,0,118,118,118,1,,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,0.146296312,-0.412037051,1,0,0,1.62506,scale,,,,,,0.21373507,0.173205081,0.326485712,0.264575131,stimuli/lakes/302013_left.png,stimuli/lakes/302013_right.png,,,,0,119,119,13,1,,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,-0.160185118,-0.42592594,1,0,0,1.39478,scale,,,,,,0.275930788,0.223606798,0.275930788,0.223606798,stimuli/lakes/5080113_left.png,stimuli/lakes/5080113_right.png,,,,0,120,120,113,1,,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,-0.133333322,-0.313888901,1,0,0,2.291285,scale,,,,,,0.21373507,0.173205081,0.326485712,0.264575131,stimuli/lakes/3090122_left.png,stimuli/lakes/3090122_right.png,,,,0,121,121,122,1,,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,0.087037052,-0.293518587,1,0,0,1.47872,scale,,,,,,0.302267034,0.244948974,0.2468,0.2,stimuli/lakes/602017_left.png,stimuli/lakes/602017_right.png,,,,0,122,122,17,1,,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,-0.138888878,-0.331481494,1,0,0,1.458255,scale,,,,,,0.326485712,0.264575131,0.21373507,0.173205081,stimuli/lakes/7070104_left.png,stimuli/lakes/7070104_right.png,,,,0,123,123,104,1,,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,-0.150925858,-0.429629643,1,0,0,1.061845,scale,,,,,,0.326485712,0.264575131,0.21373507,0.173205081,stimuli/lakes/7090129_left.png,stimuli/lakes/7090129_right.png,,,,0,124,124,129,1,,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,-0.074999988,-0.275000068,1,0,0,1.81215,scale,,,,,,0.3702,0.3,0.1234,0.1,stimuli/lakes/904058_left.png,stimuli/lakes/904058_right.png,,,,0,125,125,58,1,,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,-0.133333322,-0.344444514,1,0,0,1.43658,scale,,,,,,0.3702,0.3,0.1234,0.1,stimuli/lakes/906079_left.png,stimuli/lakes/906079_right.png,,,,0,126,126,79,1,,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,0.164814831,-0.428703718,1,0,0,1.37477,scale,,,,,,0.21373507,0.173205081,0.326485712,0.264575131,stimuli/lakes/30100_left.png,stimuli/lakes/30100_right.png,,,,0,127,127,0,1,,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,0.049074088,-0.266666678,1,0,0,1.957555,scale,,,,,,0.174513954,0.141421356,0.349027907,0.282842712,stimuli/lakes/206072_left.png,stimuli/lakes/206072_right.png,,,,0,128,128,72,1,,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,-0.060185173,-0.277777789,1,0,0,1.145315,scale,,,,,,0.21373507,0.173205081,0.326485712,0.264575131,stimuli/lakes/307091_left.png,stimuli/lakes/307091_right.png,,,,0,129,129,91,1,,,,,
,,,,,,$5ec2ccb9bb23250d7ee425db,2020-07-20_14h38.56.898,fisher_task,2020.1.3,Win32,60,IwAR3TdExosWQJQBjV0ss3H59nqxlsONppn7wAdTuJqZAFVcI318DU3gLgoWg,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.98124,space,9.656585
